,filename,probability,xmin,ymin,xmax,ymax,height
62,007265.png,0.8333333333333334,660.73,180.65,670.8699999999999,209.34,28.69
63,007265.png,0.6923076923076923,602.04,186.77,610.95,209.03,22.25999999999999
64,003264.png,0.0,614.48,183.12,624.4099999999999,191.55,8.430000000000007
65,003264.png,0.0359168241965973,638.06,183.37,646.9899999999998,191.06,7.689999999999998
66,003934.png,0.0,652.93,186.51,671.91,207.23,20.720000000000027
67,003934.png,0.0520833333333333,587.6300000000001,187.39,608.81,207.67,20.279999999999973
68,003934.png,0.0462962962962962,71.59,191.58000000000004,92.33,212.74,21.159999999999968
69,001640.png,0.8264462809917354,370.66,166.75,398.59,213.45,46.69999999999999
70,001640.png,0.5384615384615384,344.49,169.71999999999997,354.8299999999999,194.95,25.230000000000015
71,003910.png,0.1666666666666666,207.69,183.74,215.39,189.94,6.199999999999989
72,005342.png,0.1535483870967742,392.1,180.07,398.1,191.82,11.75
73,001847.png,0.0,1076.49,107.15,1110.99,143.36,36.21000000000001
74,001847.png,0.0375494071146245,980.9299999999998,121.78,1011.46,151.29,29.50999999999999
75,001847.png,0.0,925.09,131.95,951.64,156.01,24.06
76,001666.png,0.2932098765432098,619.78,172.87,626.78,187.99,15.120000000000005
77,001666.png,0.3819444444444444,625.3800000000001,173.70999999999998,631.54,187.43,13.720000000000027
78,003936.png,0.02,596.4,182.05,605.09,188.99,6.939999999999998
79,003936.png,0.0555555555555555,576.29,182.3,588.21,189.99,7.689999999999998
80,005380.png,0.0909090909090909,387.62,175.23,395.36,194.73,19.5
81,005380.png,0.2254428341384863,401.11,176.98,407.85,194.73,17.75
82,004415.png,0.1388888888888889,378.15,178.28,388.26,193.84,15.560000000000002
83,005230.png,0.75,1058.1999999999998,155.27,1092.58,229.9,74.63
84,003458.png,0.0080645161290322,788.36,194.04,797.67,201.4,7.360000000000014
85,005000.png,0.4984615384615384,771.23,165.49,782.6799999999998,183.2,17.70999999999998
86,005000.png,0.5448717948717949,755.32,171.37,764.09,182.86,11.490000000000007
87,006423.png,0.0,304.76,215.23,363.11,257.11,41.88
88,006423.png,0.0,219.53,219.49,261.03,254.12,34.629999999999995
89,006627.png,0.7114624505928854,446.35,177.87,455.59,204.73,26.860000000000014
90,006627.png,0.8695652173913043,854.6800000000001,153.60000000000002,899.74,248.49,94.89
91,006627.png,0.4526627218934911,509.93000000000006,170.06,515.77,193.40000000000003,23.340000000000032
92,006627.png,0.5244755244755244,554.59,176.24,560.09,188.94,12.699999999999989
93,002780.png,0.3205128205128205,599.19,160.22,603.8400000000001,173.67,13.449999999999989
94,002780.png,0.5050505050505051,587.7,161.19,591.1200000000001,171.71999999999997,10.529999999999973
95,002780.png,0.6923076923076923,581.0899999999999,161.44,585.01,171.71999999999997,10.279999999999973
96,006622.png,0.9090909090909092,619.26,163.62,630.7,192.47000000000003,28.850000000000023
97,006622.png,0.6049149338374291,489.46,169.72000000000003,499.55,201.88,32.15999999999997
98,006950.png,0.0,473.54,192.11,489.43,205.25,13.139999999999986
99,006950.png,0.0826446280991735,508.79,189.63,520.95,199.3,9.670000000000016
100,003460.png,0.0,573.77,186.27,577.99,190.99,4.720000000000027
101,001220.png,0.0785123966942148,814.19,151.3,868.8600000000001,246.91000000000005,95.61
102,001220.png,0.8264462809917354,875.7,138.49,950.24,330.58,192.09
103,001220.png,1.0,584.71,156.69,625.1700000000001,255.03000000000003,98.34000000000005
104,001220.png,1.0,603.84,150.68,637.93,261.11,110.43
105,001220.png,0.8333333333333334,647.6200000000001,162.86,690.03,263.15,100.28999999999996
106,001220.png,1.0,1102.44,156.06,1125.0,193.92,37.860000000000014
107,001220.png,0.2803598200899549,1131.81,147.55,1162.0300000000002,196.89,49.339999999999975
108,001220.png,0.7575757575757576,586.31,163.27999999999997,590.1100000000001,177.11,13.83000000000004
109,001220.png,0.625,579.81,161.93,584.4200000000001,177.11,15.180000000000009
110,003475.png,0.0,391.87,214.38,412.4,232.44,18.06
111,000720.png,0.0,265.69000000000005,180.39,285.28,215.15,34.75999999999999
112,000720.png,0.0538720538720538,338.14,182.61,359.58000000000004,212.56,29.94999999999999
113,000720.png,0.1652892561983471,476.34,174.98000000000002,489.82,197.74,22.75999999999999
114,000720.png,0.3623188405797101,487.12,169.27999999999997,496.1,191.75,22.470000000000027
115,000720.png,0.0909090909090909,259.27,180.11,270.29999999999995,198.36,18.25
116,000720.png,0.150197628458498,272.61,179.63,283.16,195.96000000000004,16.33000000000004
117,000720.png,0.0685714285714285,347.1600000000001,176.27,357.72,196.92,20.649999999999977
118,000720.png,0.3264440911499735,487.64,168.25,503.5700000000001,197.81,29.56
119,000720.png,0.0514285714285714,477.64,174.47,495.02,198.59,24.120000000000005
120,000720.png,0.0261538461538461,779.78,176.84999999999997,790.6600000000001,193.19,16.340000000000032
121,000720.png,0.109090909090909,479.64,175.49,496.14,197.43,21.94
122,000720.png,0.0666666666666666,770.69,167.53000000000003,790.01,201.31,33.77999999999997
123,000720.png,0.591304347826087,388.06000000000006,169.71000000000004,399.65,209.12,39.40999999999997
124,001607.png,0.4166666666666666,626.78,175.76,631.52,189.01,13.25
125,004464.png,0.2931034482758621,630.8199999999999,179.69,637.03,192.92,13.230000000000018
126,001648.png,1.0,837.1399999999999,154.01,929.21,307.61,153.60000000000002
127,001648.png,0.5303030303030303,258.35,150.17,277.19999999999993,193.22,43.05000000000001
128,001736.png,0.048,713.6099999999999,184.06,740.76,236.35,52.28999999999997
129,003213.png,0.0,767.4200000000001,196.53,787.0,207.86,11.33000000000004
130,005433.png,0.9090909090909092,589.47,156.04000000000002,706.8,368.43,212.39
131,005433.png,0.9090909090909092,675.77,148.0,760.45,370.0,222.0
132,005433.png,1.0,509.13,144.99,527.78,207.56,62.56999999999999
133,005433.png,0.8264462809917354,573.19,148.91,588.6399999999999,198.34,49.43000000000001
134,005433.png,0.0,563.53,141.72999999999996,577.8799999999999,175.69,33.96000000000004
135,005433.png,0.4211229946524064,540.6300000000001,145.87,560.5,198.06,52.19
136,005433.png,0.0757575757575757,465.58,143.11,487.93,191.16,48.04999999999996
137,005433.png,1.0,489.31,144.21999999999997,505.31,182.05,37.83000000000004
138,005433.png,1.0,517.18,139.25,532.9,182.6,43.35000000000002
139,005433.png,0.9090909090909092,315.74,143.32,366.4200000000001,321.17,177.85000000000002
140,005433.png,0.9090909090909092,248.85,131.88,314.77,329.56,197.68
141,005433.png,0.5666666666666668,301.75,145.66999999999996,322.54,197.37,51.700000000000045
142,005433.png,0.1739130434782608,245.29,151.11,265.43,178.45,27.33999999999997
143,002901.png,0.5723905723905723,671.8,176.32,676.02,188.72,12.399999999999975
144,002991.png,0.7575757575757576,346.46,183.88,355.45,206.34000000000003,22.46000000000004
145,002991.png,0.7916666666666666,337.48,183.88,343.35,209.1,25.220000000000027
146,002991.png,0.576923076923077,458.46,185.26,466.75,209.79,24.529999999999973
147,006189.png,0.3571428571428571,254.22,168.87,272.21,201.69,32.81999999999999
148,006189.png,0.4464285714285714,303.34,174.74,316.84,204.45,29.70999999999998
149,004231.png,0.0,697.22,203.54,742.29,232.33,28.79000000000002
150,004062.png,0.0,899.1600000000001,173.37,914.55,191.23,17.860000000000014
151,000923.png,0.7575757575757576,326.21,166.52999999999997,360.94,262.36,95.83000000000004
152,000923.png,0.0757575757575757,470.62,187.87,493.2900000000001,255.79,67.91999999999996
153,000518.png,0.0401069518716577,27.61,204.42,87.03,263.24,58.82000000000005
154,000518.png,0.9545454545454546,67.61000000000001,173.57999999999998,125.32,290.66,117.08000000000004
155,000518.png,0.9545454545454546,144.75,169.01,198.46000000000004,295.23,126.22000000000004
156,000518.png,0.6640316205533596,209.93,177.72000000000003,233.18,241.24,63.51999999999998
157,000518.png,0.9090909090909092,226.98,175.39,252.56,241.24,65.85000000000002
158,000518.png,0.0909090909090909,322.15,185.32,354.69999999999993,227.15000000000003,41.83000000000004
159,000518.png,0.1928374655647383,431.0400000000001,167.89,455.85,217.47000000000003,49.58000000000004
160,000518.png,0.0401069518716577,449.26,170.22,468.63,213.6,43.38
161,000518.png,0.8715415019762845,855.3300000000002,151.73000000000002,901.05,319.98,168.25
162,000518.png,0.9545454545454546,864.6000000000001,157.03000000000003,918.28,290.17,133.14
163,000518.png,0.9130434782608696,810.93,202.07,839.42,274.27,72.19999999999999
164,000518.png,0.8300395256916995,836.11,201.41000000000005,858.64,274.94,73.52999999999997
165,000518.png,0.0,877.2,196.78000000000003,954.07,286.2,89.41999999999996
166,000518.png,0.0433884297520661,605.49,172.27999999999997,625.1800000000001,210.76,38.48000000000002
167,000518.png,0.2545454545454546,932.24,176.73,961.38,234.98,58.25
168,000518.png,0.0,785.3,179.36,814.6099999999999,210.41,31.049999999999955
169,000518.png,0.0909090909090909,781.8,176.74,811.98,209.97000000000003,33.23000000000002
170,000518.png,0.6521739130434783,776.55,171.04,783.1600000000001,189.71,18.670000000000016
171,000518.png,0.3703703703703703,771.8900000000001,174.54,778.49,190.1,15.560000000000002
172,000518.png,0.0,906.51,194.52,932.71,237.58,43.06
173,007106.png,0.2751322751322751,707.48,170.14999999999998,713.31,182.99,12.840000000000032
174,007106.png,0.3571428571428571,716.8,167.43,723.4100000000001,183.77000000000004,16.340000000000032
175,002391.png,0.3571428571428571,415.14,176.74,422.13,188.99,12.25
176,006980.png,0.0363636363636363,336.24,207.62,350.5,223.24,15.620000000000005
177,006980.png,0.625,625.46,175.66000000000005,631.1500000000001,197.18,21.519999999999985
178,006980.png,0.2102747909199522,620.26,175.41,624.97,182.59,7.180000000000007
179,006980.png,0.7575757575757576,631.6400000000001,173.19,644.76,219.69,46.5
180,006980.png,0.0307692307692307,640.06,198.91,641.29,200.89,1.9800000000000184
181,006980.png,0.6,649.46,174.92,667.77,199.65,24.730000000000015
182,006980.png,0.0120689655172413,292.52,195.12,293.89,195.12,0.0
183,006980.png,0.7575757575757576,1129.3599999999997,141.0,1238.0,374.0,233.0
184,005155.png,0.0681818181818181,162.19,201.67,181.9,232.01,30.340000000000032
185,005155.png,0.1759530791788856,271.93,185.99,283.68,205.71000000000004,19.720000000000027
186,000708.png,0.5303030303030303,662.75,171.43,670.1300000000001,194.77000000000004,23.340000000000032
187,000708.png,0.7575757575757576,690.73,171.43,700.8299999999999,193.99,22.56
188,004310.png,0.075098814229249,181.21000000000004,201.97000000000003,218.75,267.38,65.40999999999997
189,004310.png,0.0,436.19,184.61,454.08,208.16,23.549999999999955
190,004310.png,0.4807692307692307,727.3499999999999,166.75,733.54,179.94,13.189999999999998
191,003824.png,1.0,1120.79,163.21,1142.12,212.42,49.20999999999998
192,003824.png,0.0,450.98,192.06,465.75,210.35,18.289999999999964
193,004201.png,0.0,395.64,207.62,427.13,261.87,54.25
194,002961.png,0.2243589743589743,504.23,168.08999999999995,513.85,177.43,9.340000000000032
195,004102.png,0.64,1083.63,177.85,1104.73,202.15,24.30000000000001
196,004102.png,0.246844319775596,37.99,204.97000000000003,93.79,343.78,138.80999999999997
197,000892.png,0.3225806451612903,685.12,169.97,694.39,193.78,23.81
198,003551.png,0.0,284.8299999999999,206.47,325.03,250.06,43.59000000000003
199,003551.png,0.0,543.28,167.73,554.45,177.9,10.170000000000016
200,003551.png,0.0,593.17,182.11,597.39,186.08000000000004,3.9700000000000273
201,000254.png,0.4352,754.48,174.44,763.1700000000001,200.8,26.360000000000014
202,006112.png,0.576923076923077,500.78,172.14,505.62,184.11,11.970000000000027
203,006112.png,0.5176282051282051,615.76,172.71,622.3,185.54,12.829999999999984
204,006112.png,0.3733333333333333,772.86,171.29000000000002,777.12,180.69,9.399999999999975
205,003574.png,0.3988005997001499,697.94,168.81,705.5,180.14,11.329999999999984
206,003574.png,0.308641975308642,600.64,175.34000000000003,604.12,187.99,12.649999999999975
207,003574.png,0.2307692307692307,249.64,177.65000000000003,255.76,184.69,7.039999999999964
208,003574.png,0.2097902097902098,403.91,175.7,417.08,193.46,17.75999999999999
209,005170.png,0.8300395256916996,567.04,157.35,574.26,184.21,26.860000000000014
210,005170.png,0.1349206349206349,689.05,158.08999999999995,704.98,186.19,28.100000000000023
211,005170.png,0.7905138339920948,504.68,163.45,538.92,247.37,83.92000000000002
212,005886.png,0.0711462450592885,550.48,191.62,575.78,210.03,18.409999999999968
213,001964.png,0.3028985507246376,709.21,168.59,716.9099999999999,182.23,13.639999999999986
214,000167.png,0.0659722222222222,704.6300000000001,172.45,715.56,199.32,26.870000000000005
215,003740.png,0.8181818181818182,284.7099999999999,170.59000000000003,321.85,272.25,101.65999999999995
216,003740.png,0.9090909090909092,308.11,174.19000000000003,365.66,339.77,165.57999999999996
217,003740.png,0.7575757575757576,351.66,180.41,406.1,332.0,151.59000000000003
218,003740.png,0.9090909090909092,735.86,159.42000000000002,784.08,259.7,100.27999999999996
219,003740.png,0.8264462809917354,790.3,160.98000000000002,833.8500000000001,272.14,111.15999999999995
220,003740.png,0.0826446280991735,892.18,180.41,924.07,248.04,67.63
221,003740.png,0.4158790170132325,937.29,173.41999999999996,962.95,232.49,59.07000000000005
222,003740.png,0.1818181818181818,774.03,184.91000000000005,795.99,220.69,35.77999999999997
223,003740.png,0.6923076923076923,733.99,176.28999999999996,740.8799999999999,206.89,30.600000000000023
224,003740.png,0.6923076923076923,602.34,182.23,607.39,197.4,15.170000000000016
225,003842.png,0.0566666666666666,29.91,168.56,68.04,197.78000000000003,29.220000000000027
226,002018.png,0.0681818181818181,540.02,184.86,556.73,200.05,15.189999999999998
227,003262.png,0.7509881422924901,650.95,171.63,656.47,195.82,24.19
228,003262.png,0.0,586.3900000000001,179.41999999999996,592.45,187.11,7.690000000000055
229,003262.png,0.0,605.1599999999999,178.97,612.31,187.21,8.240000000000009
230,002515.png,0.0719696969696969,456.54,192.89,477.8,238.12,45.23000000000002
231,001485.png,0.0826446280991735,257.8399999999999,182.98,273.72,208.27,25.29000000000002
232,001485.png,0.0826446280991735,379.2099999999999,179.5,388.89,197.36,17.860000000000014
233,003156.png,0.1220043572984749,554.79,165.7,558.95,168.88,3.180000000000007
234,003156.png,0.3548850574712643,832.56,153.36,841.78,162.58000000000004,9.220000000000027
235,005159.png,0.0,350.85,194.78,403.5400000000001,276.49,81.71000000000004
236,002837.png,0.8333333333333334,889.1700000000001,147.63,976.02,298.65,151.01999999999998
237,002837.png,1.0,0.0,159.03999999999996,59.65,355.64,196.6
238,003948.png,0.0,596.45,188.43,608.3999999999999,207.72,19.289999999999964
239,003948.png,0.0231481481481481,653.26,188.0,666.74,207.6,19.600000000000023
240,003948.png,0.4545454545454545,467.06,167.53000000000003,470.04,179.19,11.659999999999968
241,000234.png,0.2950310559006211,513.08,185.99,519.67,202.77,16.779999999999973
242,003502.png,0.5333333333333333,331.65,150.67,341.92,179.67,29.0
243,003502.png,0.8333333333333334,626.4,151.91,648.41,192.22,40.31
244,003502.png,0.9090909090909092,251.99000000000004,147.97,274.1600000000001,232.47,84.5
245,003502.png,0.036036036036036,732.42,134.75,737.57,139.09000000000003,4.340000000000032
246,003502.png,0.0705882352941176,743.26,133.94,747.05,139.08999999999995,5.149999999999977
247,003502.png,0.1028571428571428,803.37,130.09,815.57,139.03,8.939999999999998
248,003502.png,0.1678321678321678,837.25,130.36,845.9200000000001,137.95,7.589999999999975
249,003502.png,0.1466275659824046,966.88,117.88,982.28,136.01,18.129999999999995
250,003502.png,0.1986206896551724,954.2,119.39,966.5800000000002,136.31,16.920000000000016
251,003502.png,0.0703812316715542,946.35,131.47999999999996,951.48,136.31,4.830000000000041
252,003502.png,0.2083333333333333,929.74,124.53000000000002,936.38,136.31,11.779999999999989
253,003502.png,0.1024033437826541,921.28,126.04,929.44,135.71,9.670000000000016
254,003502.png,0.0980603448275862,915.85,126.04,921.58,135.71,9.670000000000016
255,003502.png,0.1106770833333333,1015.3200000000002,124.76999999999998,1030.12,135.95,11.180000000000009
256,003502.png,0.109375,1196.08,123.14,1209.67,135.83,12.689999999999998
257,003502.png,0.0808080808080808,1125.42,123.73999999999998,1139.6099999999997,135.83,12.090000000000032
258,003502.png,0.0841346153846153,1097.34,125.56,1109.11,135.21999999999997,9.659999999999982
259,003502.png,0.4782608695652174,348.8299999999999,157.25,361.52,182.62,25.370000000000005
260,000205.png,0.0,443.18000000000006,195.39,452.25,203.61,8.220000000000027
261,000205.png,0.0,426.77,194.96000000000004,436.7000000000001,206.64,11.67999999999995
262,005757.png,0.3448275862068966,1038.59,160.5,1047.84,176.75,16.25
263,005308.png,0.5244755244755244,664.25,174.23,670.75,189.23,15.0
264,003549.png,0.0,590.03,181.63,595.74,187.83000000000004,6.2000000000000455
265,003549.png,0.0,605.42,181.38,610.63,188.08000000000004,6.7000000000000455
266,004261.png,0.7575757575757576,398.82,185.42,411.08,222.73,37.31
267,004261.png,0.16,593.3600000000001,185.24,619.71,225.37,40.13
268,004261.png,1.0,625.82,186.01,642.62,217.35,31.340000000000032
269,002245.png,0.2272727272727272,472.9200000000001,164.19,484.52,188.49,24.30000000000001
270,002245.png,0.2309027777777778,469.6,163.36,480.37,188.49,25.129999999999995
271,002245.png,0.3703703703703703,550.3599999999999,161.72,557.01,176.72,15.0
272,002245.png,0.3055555555555555,557.99,162.7,563.4100000000001,176.96999999999997,14.269999999999982
273,003839.png,0.075098814229249,506.09,189.37,514.36,198.56,9.189999999999998
274,003239.png,0.072463768115942,573.24,183.68,582.31,190.82,7.139999999999986
275,006923.png,0.0,496.39,192.21000000000004,508.14,201.88,9.66999999999996
276,005668.png,0.6818181818181818,660.8299999999999,176.05,666.27,188.89,12.839999999999977
277,000220.png,0.8636363636363636,607.29,174.54,614.6399999999999,190.54,16.0
278,001543.png,0.528695652173913,553.49,169.15,563.01,190.98,21.829999999999984
279,001543.png,0.7438016528925621,84.64000000000001,167.11,109.78,233.36,66.25
280,001543.png,0.0617283950617283,408.87,176.23000000000002,416.25,187.51,11.279999999999973
281,001543.png,0.0297619047619047,393.71,174.67000000000002,402.26,185.18,10.509999999999993
282,001543.png,0.0885093167701863,385.16,174.67,393.32,186.34,11.670000000000016
283,007121.png,0.576923076923077,734.1499999999999,165.45,751.78,183.76,18.31
284,002823.png,0.0643939393939393,441.44,193.07,454.37,204.33,11.259999999999993
285,003725.png,0.6923076923076923,724.93,169.22000000000003,742.39,185.14,15.91999999999996
286,003508.png,0.0719696969696969,477.69,185.34,482.91,192.21,6.8700000000000045
287,003508.png,0.0,601.3800000000001,179.73000000000002,609.04,188.0,8.269999999999982
288,006040.png,0.0785123966942148,280.13,211.06,337.67999999999995,285.94,74.88
289,006040.png,0.2056451612903226,1231.35,166.63,1242.0,211.85,45.22000000000003
290,005852.png,0.0,387.31,177.66,394.8,196.91,19.25
291,003836.png,0.1071428571428571,968.26,150.59,977.73,163.52,12.930000000000009
292,000048.png,0.4707692307692308,740.6699999999998,153.97,756.45,189.84,35.870000000000005
293,000048.png,0.422077922077922,602.3900000000001,167.07,613.28,190.8,23.730000000000015
294,000048.png,0.101010101010101,61.42,208.36,86.47,236.84000000000003,28.480000000000015
295,001978.png,0.5,623.3200000000002,170.82999999999998,630.02,189.68,18.850000000000023
296,001978.png,0.5208333333333334,617.36,172.56,622.82,189.92,17.360000000000014
297,001978.png,0.4871794871794871,613.14,173.8,618.11,189.18,15.379999999999995
298,001978.png,0.6944444444444445,531.98,179.26,536.95,193.4,14.139999999999986
299,002774.png,0.4166666666666666,470.05000000000007,176.82,490.64,222.64,45.81999999999999
300,002774.png,0.4,462.46,175.19,475.74,202.03000000000003,26.840000000000032
301,002774.png,0.0150093808630394,796.94,238.21,796.94,239.23,1.0199999999999818
302,002774.png,0.2632258064516129,582.6700000000001,177.92000000000002,587.56,188.93,11.009999999999993
303,002774.png,0.101010101010101,419.47,190.36,425.81,199.12,8.759999999999991
304,002774.png,0.2821316614420062,408.29,189.76,416.75,209.7,19.94
305,002774.png,0.1421744324970131,398.03,190.36,406.48,208.49,18.129999999999995
306,002774.png,0.2469135802469135,383.53,190.67,393.8,212.42,21.75
307,004159.png,0.0,195.81,255.1,272.15,315.5,60.39999999999998
308,004820.png,0.0815217391304347,746.77,181.63,779.28,252.71000000000004,71.08000000000004
309,003058.png,0.0097560975609756,324.71000000000004,186.05,325.24,186.58,0.5299999999999727
310,005537.png,0.3461538461538461,437.31,185.17,450.79,206.64,21.470000000000027
311,003302.png,0.8181818181818182,184.75,181.46000000000004,200.55,232.61,51.14999999999998
312,003302.png,1.0,441.74,187.41000000000005,449.3,222.43,35.01999999999998
313,003302.png,0.9090909090909092,646.74,175.37,654.99,215.22000000000003,39.85000000000002
314,003302.png,0.9090909090909092,660.77,172.63,673.1500000000001,217.14,44.50999999999999
315,003302.png,0.3181818181818182,671.77,164.11,690.75,219.07,54.95999999999998
316,003302.png,0.5507246376811594,616.93,177.47000000000003,621.39,188.14,10.66999999999996
317,003302.png,0.6597222222222222,363.19,183.32,367.79,202.61,19.29000000000002
318,003302.png,0.0615942028985507,480.61,186.74,496.2900000000001,201.03,14.289999999999964
319,003302.png,0.06,107.92,216.89,116.85,225.47000000000003,8.580000000000041
320,002951.png,0.0,124.88,183.97000000000003,150.46000000000004,218.87,34.89999999999998
321,002788.png,0.6153846153846154,507.69,172.57999999999998,514.82,186.84,14.259999999999993
322,007161.png,0.5384615384615384,648.8,169.04,664.5,194.33,25.29000000000002
323,007161.png,0.3246753246753247,679.32,174.27,692.84,193.9,19.629999999999995
324,001428.png,1.0,860.5900000000001,162.03999999999996,873.79,193.87,31.83000000000004
325,004023.png,0.0681818181818181,302.80000000000007,175.14,323.13,194.66,19.519999999999985
326,004068.png,0.0,58.6,201.31,83.63,237.04,35.73000000000002
327,005583.png,0.0,857.18,181.71,864.87,187.66,5.949999999999989
328,006939.png,0.0681818181818181,845.58,200.04,887.62,234.46,34.420000000000016
329,006909.png,0.8264462809917354,554.1000000000001,174.14,568.49,210.35,36.21000000000004
330,005892.png,0.36,697.06,164.28,709.72,178.67,14.389999999999986
331,005646.png,0.0826446280991735,254.64,118.75,319.55000000000007,181.25,62.5
332,004695.png,0.0,509.15,187.5,522.37,197.22000000000003,9.720000000000027
333,004695.png,0.1515151515151515,507.77,175.42,518.6500000000001,194.09,18.670000000000016
334,005553.png,0.6293706293706294,710.18,167.93,722.17,195.68,27.75
335,005687.png,0.0826446280991735,450.63,174.44,510.25,320.58,146.14
336,004788.png,1.0,393.72,168.67,416.89,218.78,50.110000000000014
337,004788.png,0.4242424242424242,463.97,164.53999999999996,476.5799999999999,177.49,12.950000000000044
338,004788.png,0.4792899408284023,400.5,172.14,411.22,206.16,34.01999999999998
