filename,xmin,ymin,xmax,ymax,class_name,class
001555.png,576.19,150.78,612.71,183.42,DontCare,-1
005883.png,669.98,164.6,692.94,184.43,DontCare,-1
001501.png,521.85,171.48,573.25,187.3,DontCare,-1
005956.png,618.94,210.44,636.69,221.94,DontCare,-1
004326.png,496.79,173.42,555.95,207.35,DontCare,-1
004326.png,556.94,173.42,588.93,189.89,DontCare,-1
004326.png,593.82,172.45,619.99,186.0,DontCare,-1
004326.png,620.99,180.21,636.49,196.68,DontCare,-1
006208.png,554.35,189.6,579.39,213.6,DontCare,-1
006208.png,603.31,183.35,658.56,202.14,DontCare,-1
006208.png,344.98,183.35,414.81,209.43,DontCare,-1
006208.png,659.56,178.15,674.18,189.65,DontCare,-1
004140.png,492.9,182.15,510.34,195.71,DontCare,-1
004140.png,522.98,179.24,574.38,189.88,DontCare,-1
001557.png,587.19,176.0,644.41,200.88,DontCare,-1
005602.png,714.77,169.81,797.1,187.56,DontCare,-1
000168.png,486.65,171.9,546.07,186.53,DontCare,-1
001185.png,877.18,175.76,899.82,195.32,DontCare,-1
001185.png,950.15,176.79,978.96,189.15,DontCare,-1
001686.png,653.81,174.06,733.67,183.41,DontCare,-1
001187.png,706.21,165.65,737.55,199.58,DontCare,-1
002252.png,675.81,185.06,714.92,207.35,DontCare,-1
000684.png,527.27,176.06,552.31,193.81,DontCare,-1
000684.png,554.35,175.02,587.73,195.9,DontCare,-1
000684.png,596.02,166.69,633.56,187.56,DontCare,-1
000684.png,662.69,169.81,739.82,186.52,DontCare,-1
000684.png,769.98,152.1,854.4,186.52,DontCare,-1
000897.png,413.73,178.15,435.65,190.69,DontCare,-1
000897.png,458.52,177.1,497.1,189.64,DontCare,-1
000897.png,538.73,158.35,589.81,186.52,DontCare,-1
005161.png,1.23,213.56,138.77,247.98,DontCare,-1
001139.png,517.32,170.18,650.22,206.7,DontCare,-1
001139.png,739.2,154.66,819.71,182.77,DontCare,-1
001139.png,688.1,163.71,723.33,173.06,DontCare,-1
002231.png,673.87,166.95,756.96,178.89,DontCare,-1
002365.png,580.72,173.42,652.17,191.18,DontCare,-1
006303.png,468.94,177.1,508.56,202.14,DontCare,-1
006303.png,573.1,173.98,596.06,190.69,DontCare,-1
006303.png,639.77,170.85,699.19,192.77,DontCare,-1
006303.png,801.91,137.64,1240.0,211.38,DontCare,-1
000307.png,500.12,180.53,516.84,191.83,DontCare,-1
000307.png,525.4,179.35,536.44,188.84,DontCare,-1
000307.png,555.28,180.44,590.62,184.03,DontCare,-1
002131.png,597.54,164.36,613.36,184.06,DontCare,-1
002131.png,536.08,165.65,563.54,189.23,DontCare,-1
002131.png,569.07,169.53,582.95,180.17,DontCare,-1
003043.png,504.39,165.65,618.53,195.05,DontCare,-1
000559.png,551.95,174.83,579.95,191.44,DontCare,-1
000559.png,575.39,177.67,592.05,195.37,DontCare,-1
005512.png,657.48,172.94,693.98,202.15,DontCare,-1
005512.png,518.94,176.06,553.36,188.6,DontCare,-1
005512.png,607.48,171.9,621.06,186.53,DontCare,-1
005873.png,499.15,175.02,555.44,189.65,DontCare,-1
005873.png,559.56,172.94,575.23,183.4,DontCare,-1
003475.png,569.07,176.65,594.59,193.12,DontCare,-1
004526.png,718.99,180.21,740.31,190.85,DontCare,-1
002006.png,376.3,166.3,423.82,189.88,DontCare,-1
002006.png,532.85,160.48,552.55,184.71,DontCare,-1
002006.png,456.52,165.65,507.27,178.88,DontCare,-1
002687.png,525.09,174.71,553.2,193.76,DontCare,-1
002687.png,816.18,163.71,832.0,194.41,DontCare,-1
002687.png,763.14,163.71,769.9,184.06,DontCare,-1
002687.png,652.52,168.89,683.22,178.24,DontCare,-1
001120.png,540.61,163.71,560.31,196.35,DontCare,-1
001120.png,593.01,162.42,632.12,184.71,DontCare,-1
006782.png,717.9,154.19,1239.82,182.36,DontCare,-1
006782.png,572.06,168.77,583.56,187.56,DontCare,-1
000188.png,716.85,167.73,772.1,194.85,DontCare,-1
000188.png,682.48,167.73,714.81,189.65,DontCare,-1
006607.png,569.98,180.23,590.86,200.06,DontCare,-1
002789.png,812.3,161.77,866.28,195.7,DontCare,-1
001731.png,768.96,154.01,791.25,172.42,DontCare,-1
002219.png,584.6,167.59,696.8,195.05,DontCare,-1
007283.png,552.27,168.77,608.56,191.73,DontCare,-1
004108.png,554.03,174.39,571.47,189.88,DontCare,-1
004108.png,209.53,187.17,229.78,201.88,DontCare,-1
004108.png,241.27,189.16,256.68,199.1,DontCare,-1
004108.png,482.23,175.36,537.51,192.8,DontCare,-1
004863.png,280.4,183.35,291.9,212.56,DontCare,-1
005864.png,562.69,167.73,628.36,184.44,DontCare,-1
005864.png,623.1,169.81,657.52,200.06,DontCare,-1
004154.png,547.04,157.85,642.17,182.52,DontCare,-1
004810.png,661.65,172.94,672.11,184.44,DontCare,-1
004810.png,616.85,176.06,639.81,185.48,DontCare,-1
004810.png,690.81,175.02,746.06,213.6,DontCare,-1
004338.png,623.45,165.38,650.18,175.85,DontCare,-1
006112.png,671.02,170.85,718.98,181.31,DontCare,-1
006112.png,830.4,165.65,917.94,180.28,DontCare,-1
006112.png,460.6,173.98,490.85,188.6,DontCare,-1
006112.png,610.6,170.85,622.1,185.47,DontCare,-1
006112.png,763.73,168.77,786.69,184.44,DontCare,-1
000051.png,276.64,179.44,325.47,214.08,DontCare,-1
000051.png,623.07,172.15,659.67,189.39,DontCare,-1
000051.png,309.33,177.65,360.6,203.36,DontCare,-1
000051.png,310.58,172.11,387.48,201.1,DontCare,-1
000051.png,355.59,177.0,408.17,197.26,DontCare,-1
000051.png,468.81,173.47,500.92,187.77,DontCare,-1
000051.png,525.69,174.67,549.12,191.49,DontCare,-1
000051.png,396.02,168.77,462.73,190.69,DontCare,-1
000051.png,508.52,178.15,530.44,189.65,DontCare,-1
006348.png,625.19,187.52,648.15,208.4,DontCare,-1
004015.png,619.04,179.24,642.3,196.68,DontCare,-1
004015.png,552.09,179.24,583.11,192.8,DontCare,-1
004015.png,836.39,166.62,906.22,182.12,DontCare,-1
004695.png,675.32,166.62,693.73,184.06,DontCare,-1
002184.png,0.0,262.04,28.11,329.61,DontCare,-1
002184.png,1018.0,148.83,1035.11,171.12,DontCare,-1
002184.png,851.76,162.42,982.08,179.53,DontCare,-1
002184.png,547.08,172.77,578.42,197.0,DontCare,-1
002184.png,612.41,170.18,648.28,195.06,DontCare,-1
002184.png,688.1,165.01,722.03,184.71,DontCare,-1
005907.png,659.56,165.65,674.18,199.03,DontCare,-1
005757.png,505.4,172.94,574.19,195.9,DontCare,-1
005757.png,610.6,177.1,648.14,194.85,DontCare,-1
005757.png,585.6,173.98,597.1,186.52,DontCare,-1
003769.png,505.03,170.18,581.01,190.53,DontCare,-1
000178.png,463.48,181.3,526.83,203.84,DontCare,-1
002169.png,540.61,190.23,638.58,216.4,DontCare,-1
000529.png,604.82,177.91,630.07,195.5,DontCare,-1
000529.png,668.34,174.31,755.07,184.24,DontCare,-1
000529.png,893.58,163.85,1041.81,180.41,DontCare,-1
000529.png,568.94,178.15,590.86,187.57,DontCare,-1
005606.png,508.52,170.85,629.4,196.93,DontCare,-1
005606.png,819.98,158.35,876.27,177.14,DontCare,-1
005606.png,951.23,151.06,1020.02,183.39,DontCare,-1
002029.png,0.0,284.03,138.72,373.0,DontCare,-1
002029.png,622.76,178.59,650.87,207.35,DontCare,-1
002029.png,565.19,178.59,592.01,202.82,DontCare,-1
001678.png,461.69,164.36,483.33,179.53,DontCare,-1
007389.png,319.72,143.11,368.85,178.67,DontCare,-1
007389.png,234.08,147.29,287.39,160.91,DontCare,-1
007389.png,406.41,142.07,424.21,155.69,DontCare,-1
003876.png,456.52,179.24,485.92,197.65,DontCare,-1
003876.png,545.79,175.36,556.43,184.06,DontCare,-1
003793.png,400.17,171.11,420.85,222.39,DontCare,-1
003729.png,556.14,167.59,564.84,176.94,DontCare,-1
006024.png,629.49,162.4,672.68,179.9,DontCare,-1
007052.png,273.1,161.48,442.93,181.31,DontCare,-1
007052.png,504.35,162.52,521.06,192.77,DontCare,-1
007052.png,899.15,145.85,1240.0,192.77,DontCare,-1
004160.png,609.34,167.59,635.51,185.03,DontCare,-1
005509.png,673.1,170.85,705.43,179.22,DontCare,-1
005509.png,724.15,168.77,754.4,178.19,DontCare,-1
006177.png,498.1,177.1,516.89,187.56,DontCare,-1
006177.png,527.27,173.98,561.69,184.44,DontCare,-1
004023.png,788.88,177.81,811.79,194.02,DontCare,-1
004023.png,857.73,179.72,892.11,187.33,DontCare,-1
003836.png,535.44,172.77,562.26,201.53,DontCare,-1
003836.png,616.3,171.48,654.11,192.47,DontCare,-1
003836.png,974.02,148.19,994.37,178.24,DontCare,-1
002847.png,0.0,265.06,37.13,308.66,DontCare,-1
002847.png,147.19,158.41,215.35,186.5,DontCare,-1
002847.png,456.8,165.52,508.16,180.03,DontCare,-1
002847.png,551.81,166.82,563.74,187.15,DontCare,-1
006468.png,560.6,173.98,635.64,183.4,DontCare,-1
006468.png,633.52,179.19,654.39,196.94,DontCare,-1
006510.png,607.66,163.2,698.34,184.66,DontCare,-1
003827.png,408.0,182.47,425.76,194.41,DontCare,-1
003827.png,448.75,172.77,485.27,193.12,DontCare,-1
003827.png,513.11,174.41,549.63,187.11,DontCare,-1
002458.png,539.32,166.95,578.43,189.88,DontCare,-1
003098.png,640.1,165.22,652.64,177.12,DontCare,-1
006106.png,656.68,169.65,695.42,187.65,DontCare,-1
005668.png,641.85,176.06,681.48,189.64,DontCare,-1
006373.png,564.77,175.02,576.27,190.69,DontCare,-1
006373.png,544.98,182.31,556.48,192.77,DontCare,-1
007352.png,257.06,159.82,552.68,187.02,DontCare,-1
007352.png,599.63,154.6,629.96,176.58,DontCare,-1
007352.png,710.34,146.24,766.78,181.8,DontCare,-1
005166.png,962.69,172.94,1133.56,209.44,DontCare,-1
005166.png,116.85,181.27,176.27,203.19,DontCare,-1
005166.png,76.23,185.44,104.4,214.65,DontCare,-1
007294.png,580.4,170.85,631.48,193.81,DontCare,-1
002283.png,319.38,182.47,384.36,190.53,DontCare,-1
002283.png,809.71,170.18,822.94,195.7,DontCare,-1
002283.png,559.37,168.89,582.3,189.88,DontCare,-1
002283.png,538.67,174.06,555.78,186.64,DontCare,-1
002283.png,232.05,190.88,244.63,208.64,DontCare,-1
002283.png,87.8,191.53,116.55,202.82,DontCare,-1
002283.png,26.34,198.64,50.57,209.28,DontCare,-1
004228.png,582.17,182.15,612.22,198.62,DontCare,-1
004228.png,621.96,181.18,633.57,189.88,DontCare,-1
006564.png,721.73,171.38,732.73,180.26,DontCare,-1
005539.png,492.9,178.15,527.32,194.86,DontCare,-1
005539.png,744.98,164.6,870.02,186.52,DontCare,-1
005539.png,596.02,178.15,612.73,190.69,DontCare,-1
005539.png,546.02,175.02,575.23,185.48,DontCare,-1
004063.png,525.89,178.27,540.41,192.8,DontCare,-1
004063.png,552.09,176.33,561.76,192.8,DontCare,-1
004063.png,562.77,173.42,577.29,186.0,DontCare,-1
004063.png,503.58,182.15,521.02,193.76,DontCare,-1
006438.png,541.85,180.23,561.68,195.9,DontCare,-1
006438.png,783.52,154.19,1240.0,186.52,DontCare,-1
006310.png,703.31,142.73,721.06,161.52,DontCare,-1
002772.png,762.49,166.3,773.78,177.59,DontCare,-1
002772.png,713.97,164.36,725.26,175.0,DontCare,-1
002378.png,562.6,164.36,597.83,187.29,DontCare,-1
002378.png,624.15,164.6,646.07,184.43,DontCare,-1
005336.png,399.81,166.24,463.22,195.37,DontCare,-1
007302.png,494.98,145.85,584.61,200.06,DontCare,-1
004691.png,507.46,179.24,541.39,195.71,DontCare,-1
004691.png,545.3,172.45,557.88,185.03,DontCare,-1
004691.png,593.82,169.53,619.02,189.88,DontCare,-1
007106.png,446.02,168.77,486.69,194.85,DontCare,-1
007106.png,602.27,160.44,663.77,191.73,DontCare,-1
006515.png,1039.8,159.4,1121.09,189.65,DontCare,-1
002027.png,601.42,144.95,633.41,174.35,DontCare,-1
002027.png,567.13,162.42,582.95,189.88,DontCare,-1
003995.png,434.52,163.07,578.42,194.41,DontCare,-1
003995.png,579.42,157.24,648.28,180.82,DontCare,-1
003995.png,730.15,162.42,756.32,198.94,DontCare,-1
003995.png,663.52,163.71,672.22,187.29,DontCare,-1
005308.png,661.65,173.98,687.73,194.85,DontCare,-1
005308.png,460.6,177.1,514.81,193.81,DontCare,-1
005308.png,699.15,173.98,784.61,185.48,DontCare,-1
005308.png,762.69,180.23,788.77,192.77,DontCare,-1
005587.png,101.23,188.56,113.77,218.81,DontCare,-1
005587.png,558.52,169.81,583.56,185.48,DontCare,-1
003015.png,459.1,179.88,492.38,219.63,DontCare,-1
003015.png,376.3,176.65,403.12,205.41,DontCare,-1
003015.png,287.68,169.53,375.95,203.46,DontCare,-1
005616.png,565.81,168.77,600.23,201.1,DontCare,-1
002208.png,604.0,166.3,627.58,188.59,DontCare,-1
002208.png,486.92,165.01,556.43,193.12,DontCare,-1
002208.png,974.02,157.89,1057.76,174.36,DontCare,-1
002208.png,744.38,163.71,762.14,195.7,DontCare,-1
004180.png,556.94,163.71,567.58,198.61,DontCare,-1
001372.png,708.15,157.89,789.3,232.57,DontCare,-1
004149.png,500.2,158.48,556.87,183.44,DontCare,-1
004003.png,531.72,178.27,548.19,188.91,DontCare,-1
004003.png,564.71,176.33,579.24,187.94,DontCare,-1
000681.png,614.77,178.15,639.81,190.69,DontCare,-1
000681.png,355.4,180.23,408.57,205.27,DontCare,-1
000681.png,543.94,175.02,602.32,190.69,DontCare,-1
000681.png,702.27,166.69,718.98,183.4,DontCare,-1
002979.png,296.89,142.42,371.12,199.43,DontCare,-1
002979.png,433.96,144.97,448.9,184.13,DontCare,-1
002979.png,488.14,141.79,508.18,158.64,DontCare,-1
002979.png,541.06,145.61,560.46,159.27,DontCare,-1
002979.png,1188.1,121.39,1212.6,137.6,DontCare,-1
004184.png,744.21,155.95,766.5,173.39,DontCare,-1
004184.png,853.86,147.22,937.28,186.0,DontCare,-1
004184.png,533.66,161.77,580.2,186.97,DontCare,-1
004184.png,642.33,157.89,684.99,178.24,DontCare,-1
004184.png,620.01,160.8,629.68,176.3,DontCare,-1
002125.png,1054.9,162.42,1125.06,191.82,DontCare,-1
002125.png,710.09,157.89,771.84,183.41,DontCare,-1
002125.png,414.47,170.18,428.35,195.06,DontCare,-1
005938.png,501.23,179.19,530.44,190.69,DontCare,-1
005938.png,709.56,172.94,741.89,187.56,DontCare,-1
005938.png,544.98,177.1,581.48,187.56,DontCare,-1
006368.png,432.48,167.73,455.44,183.4,DontCare,-1
003538.png,519.26,166.3,532.49,182.12,DontCare,-1
003538.png,576.84,169.53,632.12,192.46,DontCare,-1
006165.png,600.19,172.94,643.98,189.65,DontCare,-1
006165.png,725.19,157.31,1240.0,184.44,DontCare,-1
006404.png,609.56,182.31,665.85,203.19,DontCare,-1
004557.png,441.48,182.15,465.71,197.65,DontCare,-1
004557.png,512.31,177.3,526.83,186.97,DontCare,-1
002329.png,669.99,165.65,693.57,183.41,DontCare,-1
002329.png,542.55,175.36,551.9,191.83,DontCare,-1
005198.png,492.9,168.77,562.73,197.98,DontCare,-1
005198.png,572.06,170.85,606.48,185.47,DontCare,-1
006095.png,769.98,172.94,783.56,185.48,DontCare,-1
007390.png,702.27,165.65,740.85,187.57,DontCare,-1
006127.png,546.37,176.53,565.21,190.15,DontCare,-1
006127.png,575.61,179.67,591.32,194.34,DontCare,-1
000496.png,577.46,170.19,607.38,191.15,DontCare,-1
